Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
composite-sintered-quartz-fiber-dental-product-daicom-fast-daicom-all-on-four,,,,,,,TRUE,color,Pink,,,,,Daicom01/02-Pink,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
composite-sintered-quartz-fiber-dental-product-daicom-fast-daicom-all-on-four,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/03/Daicom.jpg,1,Composite Sintered Quartz Fiber | Dental Product |Daicom | Fast Daicom | All on four,,,,,,,,
composite-sintered-quartz-fiber-dental-product-daicom-fast-daicom-all-on-four,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/03/Daicom-Kit.jpg,2,Composite Sintered Quartz Fiber | Dental Product |Daicom | Fast Daicom | All on four,,,,,,,,
composite-sintered-quartz-fiber-dental-product-daicom-fast-daicom-all-on-four,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/03/6_ENdaicomfast_corpo-2-1609h.webp,3,Composite Sintered Quartz Fiber | Dental Product |Daicom | Fast Daicom | All on four,,,,,,,,
zirconia-sintering-beads-dental-product-cad-cam,Zirconia Sintering Beads | Dental Product | CAD CAM,"<p>Zirconia Sintering Beads provide a better temperature rate when using sintering trays.</p>
<p><strong>Packaging:</strong> <strong>Beads </strong>250g - Diameter 2</p>",Delta,,CAD CAM Products,Crown and Bridges,TRUE,Title,Default Title,,,,,BE3225,0,shopify,,deny,manual,40,45,TRUE,TRUE,,http://3deltadental.com/wp-content/uploads/2024/03/Sintering-Zirconia-Beads-250g-1.jpg,1,Zirconia Sintering Beads | Dental Product | CAD CAM,FALSE,Zirconia Sintering Beads | Dental Product | CAD CAM,,,g,,,active
ventilated-sintering-tray-include-lid-100mm-dental-product-cad-cam,Ventilated Sintering Tray } Include Lid 100Mm | Dental Product |  CAD CAM,,Delta,,CAD CAM Products,Crown and Bridges,TRUE,Title,Default Title,,,,,TR3226,0,shopify,,deny,manual,70,,TRUE,TRUE,,http://3deltadental.com/wp-content/uploads/2024/03/Ventilated-sintering-tray-include-Lid.jpg,1,Ventilated Sintering Tray } Include Lid 100Mm | Dental Product |  CAD CAM,FALSE,Ventilated Sintering Tray } Include Lid 100Mm | Dental Product |  CAD CAM,,,g,,,active
dry-milling-machine-da-vinci-df-5a-zirconia-dental-product-machinery,Dry Milling Machine | Da Vinci Df-5A Zirconia| Dental Product Machinery,"<p><img class=""alignnone size-large wp-image-3198"" src=""http://3deltadental.com/wp-content/uploads/2024/03/Screenshot-2024-04-09-at-1.31.54-pm-724x1024.png"" alt="""" width=""724"" height=""1024"" /><a href=""http://3deltadental.com/wp-content/uploads/2024/03/DF5A-product-introduct31906.pdf"">DF5A product introduct[31906]</a></p>",Da Vinci,,Machinery Equipment & Accessories,CAD CAM Products,TRUE,Title,Default Title,,,,,DF5A,0,shopify,,deny,manual,,,TRUE,TRUE,,http://3deltadental.com/wp-content/uploads/2024/03/PHOTO-2024-04-09-11-57-46.jpg,1,Dry Milling Machine | Da Vinci Df-5A Zirconia| Dental Product Machinery,FALSE,Dry Milling Machine | Da Vinci Df-5A Zirconia| Dental Product Machinery,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM,"<p>Multilayer zirconia disc/ blank  <span style=""color: #ff0000;"">100%</span> Tosoh powder</p>
<p>Da Vinci, chooses the best 100% Tosoh Zirconia powder. It uses a cold isostatic pressing system to form shapes; The main advantage of isostatic pressing is the uniform application of pressure, which leads to a very homogeneous density and shrinkage, producing a very reproducible process. With 8 stacked layers and 15 gradient layers, it achieves a seamless color transition from the incisal edge to the cervical area. The translucency gradually decreases from the incisal edge to the cervical area (57%-43%). Hardness Wicker 1200 Av.</p>
<p>We strive to provide high quality and average cost Zirconia blocks for all dental CAD/CAM milling systems. Specific for all cases, single crowns and circular bridges.</p>
<p>Mona Lisa ZR can be infiltrated by the liquid dye Aqua (acid-free).</p>
<p>Zirconia block has been certified by FDA, CE 0197, ISO, TGA.</p>
<p>Without any additives, the purity of Yttrium stabilized Zirconia up to 99% above, more environmentally friendly and safer. First domestic ivory color, more in line with the natural dentin of the teeth, enamel saturation and transparency, thanks to its high translucency from 47% to 57% and the best color matching characteristics, Mono Lisa - Zirconia meets all aesthetic needs. After dry pressing and cold isostatic pressing, the double pressing process and the product of three points of flexural strength performance is more outstanding, uniform and stable.</p>
<p>Although proprietary technology means controlling the size of the grains, making the Mona Lisa Block permeable to light performance is superior. The high strength of 1300/800 MPA benefits dental laboratories and patients. The restorative treatment is also with limited space. The special pre-combustion treatment process is to ensure that the Zirconia block is of moderate hardness and that it is easy to cut and not collapse during milling</p>",Da Vinci,,CAD CAM Products,Machinery Products,TRUE,Color,A1,Size,98*12,,,CH2546-A1,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM,"<p>Multilayer zirconia disc/ blank  <span style=""color: #ff0000;"">100%</span> Tosoh powder</p>",,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A1,Size,98*14,,,CH2546-A1,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A1,Size,98*16,,,CH2546-A1,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A1,Size,98*18,,,CH2546-A1,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A1,Size,98*20,,,CH2546-A1,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A1,Size,98*25,,,CH2546-A1,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A2,Size,98*12,,,CH2546-A2,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A2,Size,98*14,,,CH2546-A2,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A2,Size,98*16,,,CH2546-A2,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A2,Size,98*18,,,CH2546-A2,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A2,Size,98*20,,,CH2546-A2,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A2,Size,98*25,,,CH2546-A2,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A3,Size,98*12,,,CH2546-A3,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A3,Size,98*14,,,CH2546-A3,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A3,Size,98*16,,,CH2546-A3,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A3,Size,98*18,,,CH2546-A3,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A3,Size,98*20,,,CH2546-A3,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A3,Size,98*25,,,CH2546-A3,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A3.5,Size,98*12,,,CH2546-A3.5,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A3.5,Size,98*14,,,CH2546-A3.5,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A3.5,Size,98*16,,,CH2546-A3.5,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A3.5,Size,98*18,,,CH2546-A3.5,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A3.5,Size,98*20,,,CH2546-A3.5,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A3.5,Size,98*25,,,CH2546-A3.5,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A4,Size,98*12,,,CH2546-A4,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A4,Size,98*14,,,CH2546-A4,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A4,Size,98*16,,,CH2546-A4,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A4,Size,98*18,,,CH2546-A4,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A4,Size,98*20,,,CH2546-A4,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,A4,Size,98*25,,,CH2546-A4,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,B1,Size,98*12,,,CH2546-B1,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,B1,Size,98*14,,,CH2546-B1,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,B1,Size,98*16,,,CH2546-B1,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,B1,Size,98*18,,,CH2546-B1,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,B1,Size,98*20,,,CH2546-B1,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,B1,Size,98*25,,,CH2546-B1,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,B2,Size,98*12,,,CH2546-B2,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,B2,Size,98*14,,,CH2546-B2,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,B2,Size,98*16,,,CH2546-B2,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,B2,Size,98*18,,,CH2546-B2,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,B2,Size,98*20,,,CH2546-B2,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,B2,Size,98*25,,,CH2546-B2,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,B3,Size,98*12,,,CH2546-B3,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,B3,Size,98*14,,,CH2546-B3,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,B3,Size,98*16,,,CH2546-B3,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,B3,Size,98*18,,,CH2546-B3,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,B3,Size,98*20,,,CH2546-B3,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,B3,Size,98*25,,,CH2546-B3,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,BL1/OM1,Size,98*12,,,CH2546-BL1/OM1,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,BL1/OM1,Size,98*14,,,CH2546-BL1/OM1,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,BL1/OM1,Size,98*16,,,CH2546-BL1/OM1,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,BL1/OM1,Size,98*18,,,CH2546-BL1/OM1,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,BL1/OM1,Size,98*20,,,CH2546-BL1/OM1,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,BL1/OM1,Size,98*25,,,CH2546-BL1/OM1,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,BL2/OM2,Size,98*12,,,CH2546-BL2/OM2,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,BL2/OM2,Size,98*14,,,CH2546-BL2/OM2,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,BL2/OM2,Size,98*16,,,CH2546-BL2/OM2,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,BL2/OM2,Size,98*18,,,CH2546-BL2/OM2,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,BL2/OM2,Size,98*20,,,CH2546-BL2/OM2,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,BL2/OM2,Size,98*25,,,CH2546-BL2/OM2,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,BL3/OM3,Size,98*12,,,CH2546-BL3/OM3,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,BL3/OM3,Size,98*14,,,CH2546-BL3/OM3,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,BL3/OM3,Size,98*16,,,CH2546-BL3/OM3,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,BL3/OM3,Size,98*18,,,CH2546-BL3/OM3,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,BL3/OM3,Size,98*20,,,CH2546-BL3/OM3,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,BL3/OM3,Size,98*25,,,CH2546-BL3/OM3,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,C1,Size,98*12,,,CH2546-C1,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,C1,Size,98*14,,,CH2546-C1,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,C1,Size,98*16,,,CH2546-C1,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,C1,Size,98*18,,,CH2546-C1,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam,,,,,,,TRUE,Color,C1,Size,98*20,,,CH2546-C1,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
